1,100,0.4398568694293499
1,200,0.3894081258773804
1,300,0.36794773384928703
1,400,0.37998342379927635
1,500,0.36689222261309623
1,600,0.37136501193046567
1,700,0.35651060461997985
1,800,0.3610861176252365
1,900,0.3553572690486908
1,1000,0.3531437122821808
1,1100,0.3562578226625919
1,1200,0.33575446277856824
1,1300,0.35520044326782224
1,1400,0.35535846710205077
1,1500,0.3248772621154785
1,1600,0.3355192868411541
1,1700,0.3298455321788788
1,1800,0.3433527275919914
1,1900,0.34531109407544136
1,2000,0.3303761361539364
1,2100,0.3251602825522423
1,2200,0.32668442621827126
1,2300,0.3270150937139988
1,2400,0.3231727087497711
1,2500,0.30808528438210486
1,2600,0.31418025612831113
1,2700,0.3138424348831177
1,2800,0.31838006600737573
1,2900,0.3070951111614704
1,3000,0.31179373413324357
1,3100,0.30153650626540185
1,3200,0.30849977284669877
1,3300,0.29845414355397226
1,3400,0.31105747535824774
1,3500,0.32455719396471977
1,3600,0.30943152561783793
1,3700,0.30269967898726463
1,3800,0.30277808383107185
1,3900,0.301280110925436
1,4000,0.30715277075767516
1,4100,0.30019031688570974
1,4200,0.30953565567731856
1,4300,0.30100109428167343
1,4400,0.29786582589149474
1,4500,0.28231160417199136
1,4600,0.2938030183315277
1,4700,0.2955915142595768
1,4800,0.2990967029333115
1,4900,0.3015522472560406
1,5000,0.2854015736281872
1,5100,0.28630144000053404
1,5200,0.29756886899471285
1,5300,0.2794655564427376
1,5400,0.28442568093538284
1,5500,0.2815838995575905
1,5600,0.28064091205596925
1,5700,0.2833776804804802
1,5800,0.2890834288299084
1,5900,0.2893500854074955
1,6000,0.28652354404330255
1,6100,0.28830769315361976
1,6200,0.28465446382761
1,6300,0.3032949949800968
1,6400,0.29334576219320296
1,6500,0.28295307606458664
1,6600,0.2785550481081009
1,6700,0.27933350756764413
1,6800,0.2841390386223793
1,6900,0.27497901260852814
1,7000,0.27157460555434226
1,7100,0.2893895851075649
1,7200,0.2808380939811468
1,7300,0.2889848753809929
1,7400,0.2761285647749901
1,7500,0.28852352648973467
1,7600,0.27346148669719694
1,7700,0.2815263116359711
1,7800,0.2849154256284237
1,7900,0.2828115940093994
1,8000,0.28182689145207407
1,8100,0.27160401701927184
1,8200,0.27421500951051714
1,8300,0.2855787405371666
1,8400,0.2690000778436661
1,8500,0.26771440789103507
1,8600,0.25845911957323553
1,8700,0.2933291809260845
1,8800,0.2721379543840885
1,8900,0.27822831958532335
1,9000,0.2581074021011591
1,9100,0.2831977443397045
1,9200,0.2747980956733227
1,9300,0.2609090352058411
1,9400,0.25859354704618454
1,9500,0.26301795594394206
1,9600,0.26685674756765365
1,9700,0.2576349749416113
